green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time,相位与方向的对应关系,阶段方向描述,阶段时间
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙兴路,2026-04-01 16:31:30,577753,25,13NM30B5QR0,140.0,3.0,39.0,"{""Cycle2"":""6_3_""，""Cycle3"":""9_11 12 13_""，""Cycle1"":""5_1 4_""}","[{""minGTime"":""14 5 14 5 14 14 14 14 14 14 14 14 14 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 0 0 0""，""greenTime"":""35 0 98 60 34 34 0 0 34 0 51 22 19 0 0 0""，""yellowTime"":""3 0 4 4 4 4 0 0 4 0 4 3 3 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""7686 7689 7689 7686 416 336 416 336 240 15 15 15 15 0 0 0""，""channelDim"":""1 0 27906 11586 77 3367 0 0 0 0 0 0 0 0 0 0""，""direction"":""17 0 33 37 0 83 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北左"", ""3"": ""北直西行人"", ""4"": ""南直东行人"", ""5"": ""南行人"", ""6"": ""东左右北行人""}","[[""东左右"", ""南行人"", ""北行人""], [""北左"", ""北直"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[38, 38, 17, 25, 22]"
舜耕路（经十一路-千佛山南路）,舜耕路-马鞍山路,2026-04-01 16:31:30,840006,7,13MO70B5QM0,160.0,3.0,95.0,"{""Cycle2"":""5 6_7_""，""Cycle3"":""12 11 10 13_14_""，""Cycle1"":""2 1_3_""}","[{""minGTime"":""20 1 14 7 20 7 14 6 7 7 14 7 7 14 14 0""，""maxGTime"":""40 60 35 60 40 60 35 60 60 60 60 60 60 60 60 0""，""greenTime"":""69 20 57 0 69 17 57 0 0 17 21 34 11 62 0 0""，""yellowTime"":""3 0 3 0 3 3 3 0 0 3 3 3 3 3 0 0""，""redTime"":""3 0 5 0 3 0 5 0 0 0 0 0 0 0 0 0""，""concurrent"":""7856 7856 24640 7856 7947 7947 24580 7947 7856 443 443 443 443 68 68 0""，""channelDim"":""11586 0 19817 0 27912 0 3369 0 0 0 0 0 0 0 0 0""，""direction"":""37 0 119 0 97 0 115 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""南直东行人"", ""3"": ""西直左右南行人"", ""5"": ""北直右西行人"", ""7"": ""东直左右北行人""}","[[""北直右"", ""西行人""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""东行人""], [""南直"", ""东行人""], [""西直左右"", ""东直左右"", ""南行人"", ""北行人""]]","[20, 17, 24, 14, 6, 14, 65]"
旅游路（汉峪西路-凤凰路）,旅游路东段-凤凰路,2026-04-01 16:31:30,993407,25,13O1V0B5SB0,180.0,3.0,90.0,"{""Cycle2"":""2 4_5 7_""，""Cycle3"":""10 12_13 14_""，""Cycle1"":""1 3_6 8_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 7 14 14 3 14 14 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 0 0""，""greenTime"":""29 47 63 49 51 37 21 35 0 47 0 49 39 33 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 0 3 0 3 3 3 0 0""，""redTime"":""0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""3850 3845 3850 3845 12448 12368 12448 12368 15 15 15 15 240 240 0 0""，""channelDim"":""33 3362 19810 97 27906 11586 65 1 0 0 0 0 0 0 0 0""，""direction"":""19 35 39 23 33 37 21 17 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:30,"{""1"": ""东左"", ""2"": ""东直北行人"", ""3"": ""西直南行人"", ""4"": ""西左"", ""5"": ""北直西行人"", ""6"": ""南直东行人"", ""7"": ""南左"", ""8"": ""北左""}","[[""东左"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""西左"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""北左"", ""北直"", ""西行人""], [""北左"", ""北直"", ""西行人""], [""北左"", ""南左""]]","[32, 18, 52, 40, 2, 12, 24]"
舜华南路（旅游路-华茂路）,舜华南路-东荷路（华盛路）,2026-04-01 16:31:31,546900,43,13NU90B5S40,180.0,2.0,152.0,"{""Cycle2"":""2 8_5 4_""，""Cycle1"":""1 7_3 6_""}","[{""minGTime"":""14 14 14 14 5 5 14 14 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0""，""greenTime"":""64 72 55 49 12 6 35 35 0 0 0 0 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0""，""redTime"":""8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""130 65 24 36 36 24 130 65 0 0 0 0 0 0 0 0""，""channelDim"":""27906 11586 19810 3362 0 0 65 1 0 0 0 0 0 0 0 0""，""direction"":""33 37 39 35 0 0 21 17 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北直西行人"", ""2"": ""南直东行人"", ""3"": ""西直南行人"", ""4"": ""东直北行人"", ""7"": ""南左"", ""8"": ""北左""}","[[""北直"", ""南直"", ""西行人"", ""东行人""], [""南左"", ""北左""], [""西直"", ""南行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""东直"", ""北行人""]]","[75, 38, 15, 43, 9]"
舜华南路（旅游路-华茂路）,舜华南路-龙奥北路,2026-04-01 16:31:31,752072,46,13NU10B5UQ0,210.0,3.0,142.0,"{""Cycle2"":""7 1_4 14 5_""，""Cycle3"":""11 9_10 12_""，""Cycle1"":""8 2_3 6_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 14 14 14 3 14 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 0 0""，""greenTime"":""60 60 59 22 37 37 36 36 60 47 34 37 0 37 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 0 0""，""redTime"":""0 0 3 0 0 0 3 3 0 15 5 0 0 0 0 0""，""concurrent"":""5506 1345 10776 2596 2596 10776 5506 1345 4291 8252 4291 8252 1345 2596 0 0""，""channelDim"":""27906 1 3362 33 33 97 11586 65 0 0 0 0 0 19810 0 0""，""direction"":""33 17 35 19 19 23 37 21 0 0 0 0 0 39 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北直西行人"", ""2"": ""北左"", ""3"": ""东直北行人"", ""4"": ""东左"", ""5"": ""东左"", ""6"": ""西左"", ""7"": ""南直东行人"", ""8"": ""南左"", ""14"": ""西直南行人""}","[[""南左"", ""南直"", ""东行人""], [""北左"", ""北直"", ""西行人""], [""东直"", ""东左"", ""北行人""], [""东直"", ""西直"", ""北行人"", ""南行人""], [""西左"", ""东左""]]","[42, 63, 25, 40, 40]"
奥体中路（天辰路-解放东路）,奥体中路-天泺路,2026-04-01 16:31:31,754741,19,13NL70B62U0,160.0,3.0,41.0,"{""Cycle2"":""3 2_6_""，""Cycle3"":""9 10_11_""，""Cycle1"":""1 4_5_""}","[{""minGTime"":""14 14 14 7 14 14 14 14 14 14 14 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 0 0 0 0 0""，""greenTime"":""77 32 77 32 42 42 0 0 74 38 42 0 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 0 0 0 3 3 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""774 777 777 774 1120 1168 1168 1120 15 15 240 0 0 0 0 0""，""channelDim"":""2 1 66 65 3362 19810 33 97 11629 0 0 0 0 0 0 0""，""direction"":""33 17 37 21 35 39 19 23 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""256 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""109 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北直"", ""2"": ""北左"", ""3"": ""南直"", ""4"": ""南左"", ""5"": ""东直北行人"", ""6"": ""西直南行人"", ""7"": ""东左"", ""8"": ""西左"", ""9"": ""东行人西行人""}","[[""北直"", ""南直"", ""东行人"", ""西行人""], [""北直"", ""南直""], [""南左"", ""北左""], [""东直"", ""西直"", ""北行人"", ""南行人""]]","[74, 6, 35, 45]"
经十路（洪山路-舜华路）,经十路-草山岭中路(舜义路),2026-04-01 17:01:30,888369,49,13NQG0B5VO0,220.0,3.0,30.0,"{""Cycle2"":""5 6_7 8_""，""Cycle3"":""9 10_11 12_""，""Cycle1"":""2 1_3 4_""}","[{""minGTime"":""7 7 7 4 7 7 7 4 14 14 14 14 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0""，""greenTime"":""27 99 80 5 63 60 57 28 66 60 34 48 0 0 0 0""，""yellowTime"":""3 3 3 0 3 3 3 0 3 3 3 3 0 0 0 0""，""redTime"":""0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""816 816 3264 3264 771 771 3084 3084 51 51 204 204 0 0 0 0""，""channelDim"":""33 98 11586 0 3362 97 27906 0 77 0 0 0 0 0 0 0""，""direction"":""19 39 37 0 35 23 33 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:01:30,"{""1"": ""东左"", ""2"": ""西直"", ""3"": ""南直东行人"", ""5"": ""东直北行人"", ""6"": ""西左"", ""7"": ""北直西行人"", ""9"": ""南行人""}","[[""西直"", ""东直"", ""北行人"", ""南行人""], [""西直"", ""西左""], [""东左"", ""西左""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""东行人""], []]","[69, 33, 30, 37, 23, 23, 5]"
舜华南路（旅游路-华茂路）,舜华南路-龙奥北路,2026-04-01 17:31:30,752072,13,13NU10B5UQ0,210.0,3.0,142.0,"{""Cycle2"":""7 1_4 14 5_""，""Cycle3"":""11 9_10 12_""，""Cycle1"":""8 13 2_3 6_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 14 14 14 3 14 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 0 0""，""greenTime"":""60 60 59 22 37 37 36 29 60 47 34 37 4 37 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 0""，""redTime"":""0 0 3 0 0 0 3 3 0 15 5 0 0 0 0 0""，""concurrent"":""5506 1345 10776 2596 2596 10776 5506 1345 4291 8252 4291 8252 1345 2596 0 0""，""channelDim"":""27906 1 3362 33 33 97 11586 65 0 0 0 0 0 19810 0 0""，""direction"":""33 17 35 19 19 23 37 21 0 0 0 0 0 39 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:31:30,"{""1"": ""北直西行人"", ""2"": ""北左"", ""3"": ""东直北行人"", ""4"": ""东左"", ""5"": ""东左"", ""6"": ""西左"", ""7"": ""南直东行人"", ""8"": ""南左"", ""14"": ""西直南行人""}","[[""南左"", ""南直"", ""东行人""], [""南直"", ""东行人""], [""北左"", ""北直"", ""西行人""], [""东直"", ""东左"", ""北行人""], [""东直"", ""西直"", ""北行人"", ""南行人""], [""西左"", ""东左""]]","[35, 7, 63, 25, 40, 40]"
旅游路（汉峪西路-凤凰路）,旅游路东段-凤凰路,2026-04-01 17:31:30,993407,28,13O1V0B5SB0,180.0,3.0,90.0,"{""Cycle2"":""2 4_5 7_""，""Cycle3"":""10 12_13 14_""，""Cycle1"":""1 3_6 8_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 7 14 14 3 14 14 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 0 0""，""greenTime"":""29 47 66 52 47 38 22 31 0 47 0 52 39 30 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 0 3 0 3 3 3 0 0""，""redTime"":""0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""3850 3845 3850 3845 12448 12368 12448 12368 15 15 15 15 240 240 0 0""，""channelDim"":""33 3362 19810 97 27906 11586 65 1 0 0 0 0 0 0 0 0""，""direction"":""19 35 39 23 33 37 21 17 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:31:30,"{""1"": ""东左"", ""2"": ""东直北行人"", ""3"": ""西直南行人"", ""4"": ""西左"", ""5"": ""北直西行人"", ""6"": ""南直东行人"", ""7"": ""南左"", ""8"": ""北左""}","[[""东左"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""西左"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""北左"", ""北直"", ""西行人""], [""北左"", ""北直"", ""西行人""], [""北左"", ""南左""]]","[32, 18, 55, 41, 1, 8, 25]"
舜华南路（旅游路-华茂路）,舜华南路-龙奥北路,2026-04-01 18:31:30,752072,46,13NU10B5UQ0,210.0,3.0,142.0,"{""Cycle2"":""7 1_4 14 5_""，""Cycle3"":""11 9_10 12_""，""Cycle1"":""8 2_3 6_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 14 14 14 3 14 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 0 0""，""greenTime"":""60 60 59 22 37 37 36 36 60 47 34 37 0 37 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 0 0""，""redTime"":""0 0 3 0 0 0 3 3 0 15 5 0 0 0 0 0""，""concurrent"":""5506 1345 10776 2596 2596 10776 5506 1345 4291 8252 4291 8252 1345 2596 0 0""，""channelDim"":""27906 1 3362 33 33 97 11586 65 0 0 0 0 0 19810 0 0""，""direction"":""33 17 35 19 19 23 37 21 0 0 0 0 0 39 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 18:31:30,"{""1"": ""北直西行人"", ""2"": ""北左"", ""3"": ""东直北行人"", ""4"": ""东左"", ""5"": ""东左"", ""6"": ""西左"", ""7"": ""南直东行人"", ""8"": ""南左"", ""14"": ""西直南行人""}","[[""南左"", ""南直"", ""东行人""], [""北左"", ""北直"", ""西行人""], [""东直"", ""东左"", ""北行人""], [""东直"", ""西直"", ""北行人"", ""南行人""], [""西左"", ""东左""]]","[42, 63, 25, 40, 40]"
经十路（洪山路-舜华路）,经十路-草山岭中路(舜义路),2026-04-01 18:31:30,888369,52,13NQG0B5VO0,220.0,3.0,30.0,"{""Cycle2"":""5 6_7 8_""，""Cycle3"":""9 10_11 12_""，""Cycle1"":""2 1_3 4_""}","[{""minGTime"":""7 7 7 4 7 7 7 4 14 14 14 14 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0""，""greenTime"":""27 99 80 5 89 34 57 28 66 60 34 48 0 0 0 0""，""yellowTime"":""3 3 3 0 3 3 3 0 3 3 3 3 0 0 0 0""，""redTime"":""0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""816 816 3264 3264 771 771 3084 3084 51 51 204 204 0 0 0 0""，""channelDim"":""33 98 11586 0 3362 97 27906 0 77 0 0 0 0 0 0 0""，""direction"":""19 39 37 0 35 23 33 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 18:31:30,"{""1"": ""东左"", ""2"": ""西直"", ""3"": ""南直东行人"", ""5"": ""东直北行人"", ""6"": ""西左"", ""7"": ""北直西行人"", ""9"": ""南行人""}","[[""西直"", ""东直"", ""北行人"", ""南行人""], [""西直"", ""东直"", ""北行人""], [""西直"", ""西左""], [""东左"", ""西左""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""东行人""], []]","[69, 26, 7, 30, 37, 23, 23, 5]"
旅游路（汉峪西路-凤凰路）,旅游路东段-汉峪西路,2026-04-01 19:01:30,465002,4,13NSU0B5RM0,140.0,2.0,74.0,"{""Cycle2"":""5_7_""，""Cycle1"":""1_3_""}","[{""minGTime"":""25 3 25 0 25 0 25 0 0 0 0 0 0 0 0 0""，""maxGTime"":""40 60 35 0 40 0 35 0 0 0 0 0 0 0 0 0""，""greenTime"":""92 0 42 0 92 0 42 0 0 0 0 0 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""16 16 64 0 3 0 4 0 0 0 0 0 0 0 0 0""，""channelDim"":""4410722 67 4402502 0 3362 0 27906 0 0 0 0 0 0 0 0 0""，""direction"":""17703 69 17717 0 35 0 33 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:30,"{""1"": ""南右西直南行人"", ""2"": ""南右"", ""3"": ""南右南直左东行人"", ""5"": ""东直北行人"", ""7"": ""北直西行人""}","[[""南右"", ""西直"", ""东直"", ""南行人"", ""北行人""], [""南右"", ""南直左"", ""北直"", ""东行人"", ""西行人""]]","[95, 45]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙兴路,2026-04-01 19:01:30,577753,28,13NM30B5QR0,120.0,3.0,64.0,"{""Cycle2"":""6_3_""，""Cycle3"":""9_11_""，""Cycle1"":""5_4_""}","[{""minGTime"":""14 5 14 5 14 14 14 14 14 14 14 14 14 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 0 0 0""，""greenTime"":""0 0 81 81 31 31 0 0 31 0 81 0 0 0 0 0""，""yellowTime"":""0 0 4 4 4 4 0 0 4 0 4 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""7686 7689 7689 7686 416 336 416 336 240 15 15 15 15 0 0 0""，""channelDim"":""1 0 27906 11586 77 3367 0 0 0 0 0 0 0 0 0 0""，""direction"":""17 0 33 37 0 83 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:30,"{""1"": ""北左"", ""3"": ""北直西行人"", ""4"": ""南直东行人"", ""5"": ""南行人"", ""6"": ""东左右北行人""}","[[""东左右"", ""南行人"", ""北行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[35, 85]"
舜耕路（经十一路-千佛山南路）,舜耕路-马鞍山路,2026-04-01 19:01:30,840006,31,13MO70B5QM0,160.0,3.0,151.0,"{""Cycle2"":""5 8_7_""，""Cycle3"":""11 12 13_14_""，""Cycle1"":""1_3_""}","[{""minGTime"":""20 1 14 7 20 7 14 6 7 7 14 7 7 14 14 0""，""maxGTime"":""40 60 35 60 40 60 35 60 60 60 60 60 60 60 60 0""，""greenTime"":""101 0 45 0 91 0 45 10 0 0 65 10 23 50 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 0 0 3 3 3 3 0 0""，""redTime"":""3 0 5 0 3 0 5 0 0 0 0 0 0 0 0 0""，""concurrent"":""7856 7856 24640 7856 7947 7947 24580 7947 7856 443 443 443 443 68 68 0""，""channelDim"":""11586 0 19817 0 27912 0 3369 0 0 0 0 0 0 0 0 0""，""direction"":""37 0 119 0 97 0 115 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:30,"{""1"": ""南直东行人"", ""3"": ""西直左右南行人"", ""5"": ""北直右西行人"", ""7"": ""东直左右北行人""}","[[""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""东行人""], [""西直左右"", ""东直左右"", ""南行人"", ""北行人""]]","[68, 13, 16, 10, 53]"
经十路（洪山路-舜华路）,经十路-草山岭中路(舜义路),2026-04-01 19:01:30,888369,16,13NQG0B5VO0,200.0,3.0,70.0,"{""Cycle2"":""5 6_7_""，""Cycle3"":""13 15 14_10 12_""，""Cycle1"":""1 2_3_""}","[{""minGTime"":""7 7 7 4 7 7 7 4 14 14 4 3 14 4 14 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 60 60 60 0""，""greenTime"":""30 95 54 0 101 29 54 0 0 24 0 31 33 33 66 0""，""yellowTime"":""3 3 3 0 3 3 3 0 0 3 0 0 3 0 3 0""，""redTime"":""5 2 5 0 0 2 5 0 0 0 0 4 0 0 0 0""，""concurrent"":""30000 30000 2752 2752 29955 29955 2572 2572 51 204 51 204 51 51 51 0""，""channelDim"":""33 19810 11586 0 3362 97 27906 0 0 0 0 0 0 0 0 0""，""direction"":""19 39 37 0 35 23 33 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:31,"{""1"": ""东左"", ""2"": ""西直南行人"", ""3"": ""南直东行人"", ""5"": ""东直北行人"", ""6"": ""西左"", ""7"": ""北直西行人""}","[[""东左"", ""东直"", ""北行人""], [""东左"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""西左"", ""南行人""], [""西直"", ""西左"", ""南行人""], [""南直"", ""北直"", ""东行人"", ""西行人""], [""南直"", ""北直"", ""东行人"", ""西行人""]]","[36, 2, 66, 1, 33, 27, 35]"
舜华南路（华云路-华汉路）,舜华南路-华云路,2026-04-01 19:01:31,1375,9,13NU80B5QQ0,50.0,1.0,25.0,"{""Cycle1"":""1 2""}","[{""minGTime"":""22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""maxGTime"":""22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""greenTime"":""22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""channelDim"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""1_5，1_6，3_20，5_5，5_6，7_20 1_20，3_1，3_6，5_20，7_1，7_6 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:31,"{""1"": ""北直右北直左南直右南直左东行人西行人"", ""2"": ""东左东直右西左西直右北行人南行人""}","[[""北直右"", ""北直左"", ""南直右"", ""南直左"", ""东行人"", ""西行人""], [""东左"", ""东直右"", ""西左"", ""西直右"", ""北行人"", ""南行人""]]","[25, 25]"
舜华南路（旅游路-华茂路）,舜华南路-东荷路（华盛路）,2026-04-01 19:01:31,546900,7,13NU90B5S40,140.0,2.0,3.0,"{""Cycle2"":""2_4_""，""Cycle1"":""1_3_""}","[{""minGTime"":""14 14 14 14 5 5 0 0 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 0 0 0 0 0 0 0 0 0 0""，""greenTime"":""81 81 53 53 0 0 0 0 0 0 0 0 0 0 0 0""，""yellowTime"":""3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""2 1 24 36 36 24 0 0 0 0 0 0 0 0 0 0""，""channelDim"":""27906 11586 19810 3362 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 37 39 35 0 0 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 19:01:31,"{""1"": ""北直西行人"", ""2"": ""南直东行人"", ""3"": ""西直南行人"", ""4"": ""东直北行人""}","[[""北直"", ""南直"", ""西行人"", ""东行人""], [""西直"", ""东直"", ""南行人"", ""北行人""]]","[84, 56]"
