green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time,相位与方向的对应关系,阶段方向描述,阶段时间
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 16:01:30,805909,76,13NG90B5V90,220.0,3.0,175.0,"{""Cycle2"":""5 12 6 8_7 10_""，""Cycle3"":""13 14 15_16_""，""Cycle1"":""1 11 2 4_3 9_""}","[{""minGTime"":""35 15 35 2 35 15 30 2 3 3 2 2 7 14 14 14""，""maxGTime"":""45 20 45 60 40 20 40 60 60 60 60 60 60 60 60 60""，""greenTime"":""92 44 49 5 92 44 47 5 17 16 4 4 12 69 61 66""，""yellowTime"":""3 3 3 0 3 3 3 0 0 0 0 0 3 3 3 3""，""redTime"":""0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0""，""concurrent"":""30896 30896 33344 30896 29707 29707 33028 29707 33344 33028 30896 29707 3259 3259 3259 836""，""channelDim"":""19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0""，""direction"":""39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:01:30,"{""1"": ""西直南行人"", ""2"": ""东左东左掉"", ""5"": ""东直北出行"", ""6"": ""西左"", ""7"": ""南直左东行人西行人"", ""10"": ""东行人西行人""}","[[""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""东直"", ""南行人"", ""北出行""], [], [""东左"", ""东左掉"", ""西左""], [], [""南直左"", ""东行人"", ""西行人""], [""东行人"", ""西行人""], [""东行人"", ""西行人""]]","[15, 72, 8, 4, 47, 5, 50, 2, 17]"
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙程路,2026-04-01 16:31:30,581893,4,13NLU0B5LN0,140.0,3.0,62.0,"{""Cycle2"":""2 4_6_""，""Cycle3"":""7 8_9_""，""Cycle1"":""3 1_5_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 0 0 0 0 0 0 0""，""greenTime"":""75 70 25 30 29 29 57 44 30 0 0 0 0 0 0 0""，""yellowTime"":""4 4 3 3 4 4 3 3 3 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""202 197 202 197 288 272 15 15 48 0 0 0 0 0 0 0""，""channelDim"":""27906 11586 65 1 3367 77 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 37 21 17 83 0 0 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:30,"{""1"": ""北直西行人"", ""2"": ""南直东行人"", ""3"": ""南左"", ""4"": ""北左"", ""5"": ""东左右北行人"", ""6"": ""南行人""}","[[""南左"", ""南直"", ""东行人""], [""北直"", ""南直"", ""西行人"", ""东行人""], [""北直"", ""南直"", ""西行人"", ""东行人""], [""北直"", ""北左"", ""西行人""], [""东左右"", ""北行人"", ""南行人""]]","[28, 32, 14, 33, 33]"
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 16:31:31,779836,4,13NU80B5RI0,180.0,2.0,51.0,"{""Cycle2"":""6 4_8_""，""Cycle1"":""1 5_7_""}","[{""minGTime"":""4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0""，""greenTime"":""17 0 0 50 90 57 64 64 0 0 0 0 0 0 0 0""，""yellowTime"":""3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0""，""channelDim"":""578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0""，""direction"":""8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北直南直"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""7"": ""北直西行人"", ""8"": ""南左南直西左东行人""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""北直"", ""南左"", ""南直"", ""西左"", ""西行人"", ""东行人""]]","[20, 40, 53, 67]"
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 16:31:31,779836,4,13NU80B5RI0,180.0,2.0,51.0,"{""Cycle2"":""6 4_8_""，""Cycle1"":""1 5_7_""}","[{""minGTime"":""4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0""，""greenTime"":""17 0 0 50 90 57 64 64 0 0 0 0 0 0 0 0""，""yellowTime"":""3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0""，""channelDim"":""578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0""，""direction"":""8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""北直南直"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""7"": ""北直西行人"", ""8"": ""南左南直西左东行人""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""北直"", ""南左"", ""南直"", ""西左"", ""西行人"", ""东行人""]]","[20, 40, 53, 67]"
奥体中路（天辰路-解放东路）,奥体中路-新泺大街,2026-04-01 16:31:31,835963,19,13NKQ0B63Q0,160.0,3.0,41.0,"{""Cycle2"":""6 7_2 3_""，""Cycle3"":""9 10_11_""，""Cycle1"":""5 8_1 4_""}","[{""minGTime"":""14 14 14 14 14 14 14 14 14 14 1 14 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 60 60 60 0 0 0 0""，""greenTime"":""33 47 22 36 58 58 21 21 54 28 75 0 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 3 3 0 3 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""3078 3081 3081 3078 864 912 912 864 240 240 15 15 0 0 0 0""，""channelDim"":""19810 3362 97 33 27906 11586 1 65 0 0 0 0 0 0 0 0""，""direction"":""39 35 23 19 33 37 17 21 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:31:31,"{""1"": ""西直南行人"", ""2"": ""东直北行人"", ""3"": ""西左"", ""4"": ""东左"", ""5"": ""北直西行人"", ""6"": ""南直东行人"", ""7"": ""北左"", ""8"": ""南左""}","[[""北直"", ""南直"", ""西行人"", ""东行人""], [""北直"", ""南直"", ""西行人"", ""东行人""], [""南左"", ""北左""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""东左"", ""东直"", ""北行人""], [""东左"", ""西左""]]","[54, 7, 24, 36, 14, 25]"
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 16:41:30,228849,88,13MOD0B5SI0,220.0,3.0,98.0,"{""Cycle2"":""5 6 13_7 11_""，""Cycle3"":""9 10 8 12_16 14 15_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 10 25 14 70 14 10 3 8 25 10 1 12 14 4""，""maxGTime"":""60 45 60 40 60 95 60 60 60 60 40 60 60 60 60 60""，""greenTime"":""33 88 31 50 33 87 31 65 13 20 50 20 1 41 30 10""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3""，""redTime"":""3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0""，""concurrent"":""7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100""，""channelDim"":""97 3362 1 11586 33 19810 65 0 9059 0 27912 835 0 0 9059 67""，""direction"":""23 35 17 37 19 39 21 0 17223 0 97 16709 0 0 17223 69""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""16640 34816 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 16:41:30,"{""1"": ""西左"", ""2"": ""东直北行人"", ""3"": ""北左"", ""4"": ""南直东行人"", ""5"": ""东左"", ""6"": ""西直南行人"", ""7"": ""南左"", ""9"": ""东右西右"", ""11"": ""北直右西行人"", ""12"": ""北右南右"", ""15"": ""东右西右"", ""16"": ""南右""}","[[""西左"", ""东左"", ""东右"", ""西右""], [""西左"", ""东左""], [""东直"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""西直"", ""北右"", ""南右"", ""北行人"", ""南行人""], [""东直"", ""北右"", ""南右"", ""北行人""], [""北左"", ""南左"", ""南右""], [""北左"", ""南左""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东右"", ""西右"", ""东行人"", ""西行人""]]","[16, 23, 68, 22, 1, 13, 24, 20, 33]"
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 17:01:30,467627,61,13NOT0B5VV0,220.0,2.0,30.0,"{""Cycle2"":""5 6 10 12_7 8_""，""Cycle1"":""1 2 9 11_3 4_""}","[{""minGTime"":""45 1 35 2 45 1 35 2 10 10 2 2 0 0 0 0""，""maxGTime"":""50 60 50 60 50 60 50 60 20 20 60 60 0 0 0 0""，""greenTime"":""92 3 59 7 67 28 57 9 45 45 5 5 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""2608 2608 192 192 1283 1283 12 12 2608 1283 2608 1283 0 0 0 0""，""channelDim"":""19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0""，""direction"":""39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:01:30,"{""1"": ""西直南行人"", ""3"": ""北左西行人"", ""5"": ""东直北行人"", ""7"": ""南左东行人"", ""9"": ""东左西左"", ""10"": ""西左掉""}","[[""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南行人""], [], [""东左"", ""西左"", ""西左掉""], [], [""北左"", ""南左"", ""西行人"", ""东行人""], [""北左"", ""西行人""], []]","[70, 25, 3, 48, 5, 60, 2, 7]"
旅游路（汉峪西路-凤凰路）,旅游路东段-舜华南路,2026-04-01 17:21:30,779836,46,13NU80B5RI0,180.0,2.0,51.0,"{""Cycle2"":""6 4_8_""，""Cycle1"":""1 5_7_""}","[{""minGTime"":""4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0""，""greenTime"":""17 0 0 60 92 49 62 62 0 0 0 0 0 0 0 0""，""yellowTime"":""3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0""，""channelDim"":""578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0""，""direction"":""8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:21:30,"{""1"": ""北直南直"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""7"": ""北直西行人"", ""8"": ""南左南直西左东行人""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""北直"", ""南左"", ""南直"", ""西左"", ""西行人"", ""东行人""]]","[20, 32, 63, 65]"
舜华南路（旅游路-华茂路）,旅游路东段-舜华南路,2026-04-01 17:21:30,779836,46,13NU80B5RI0,180.0,2.0,51.0,"{""Cycle2"":""6 4_8_""，""Cycle1"":""1 5_7_""}","[{""minGTime"":""4 14 14 6 14 14 14 14 0 0 0 0 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 0 0 0 0 0 0 0 0""，""greenTime"":""17 0 0 60 92 49 62 62 0 0 0 0 0 0 0 0""，""yellowTime"":""3 0 0 3 3 3 3 3 0 0 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""44 44 19 19 44 19 128 64 0 0 0 0 0 0 0 0""，""channelDim"":""578 0 0 24897 19810 3362 621 1631732013 0 0 0 0 0 0 0 0""，""direction"":""8485 0 0 5909 39 35 33 1516821 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""136 129 65 136 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""65 66 2 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:21:30,"{""1"": ""北直南直"", ""4"": ""南左西左"", ""5"": ""西直南行人"", ""6"": ""东直北行人"", ""7"": ""北直西行人"", ""8"": ""南左南直西左东行人""}","[[""北直"", ""南直"", ""东直"", ""北行人""], [""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南左"", ""西左"", ""南行人""], [""北直"", ""南左"", ""南直"", ""西左"", ""西行人"", ""东行人""]]","[20, 32, 63, 65]"
经十路（舜耕路-山大路）,经十路-舜耕路,2026-04-01 17:31:30,228849,91,13MOD0B5SI0,220.0,3.0,98.0,"{""Cycle2"":""5 6 13_7 11_""，""Cycle3"":""9 10 8 12_16 14 15_""，""Cycle1"":""1 2_3 4_""}","[{""minGTime"":""14 25 10 25 14 70 14 10 3 8 25 10 1 12 14 4""，""maxGTime"":""60 45 60 40 60 95 60 60 60 60 40 60 60 60 60 60""，""greenTime"":""33 88 29 52 33 87 29 65 13 20 52 20 1 44 30 7""，""yellowTime"":""3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3""，""redTime"":""3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0""，""concurrent"":""7088 7088 58432 58432 2947 2947 57356 4147 4147 4147 57356 4147 2947 1100 1100 1100""，""channelDim"":""97 3362 1 11586 33 19810 65 0 9059 0 27912 835 0 0 9059 67""，""direction"":""23 35 17 37 19 39 21 0 17223 0 97 16709 0 0 17223 69""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""16640 34816 2048 1024 8 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""25379 67 3 109 45 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:31:30,"{""1"": ""西左"", ""2"": ""东直北行人"", ""3"": ""北左"", ""4"": ""南直东行人"", ""5"": ""东左"", ""6"": ""西直南行人"", ""7"": ""南左"", ""9"": ""东右西右"", ""11"": ""北直右西行人"", ""12"": ""北右南右"", ""15"": ""东右西右"", ""16"": ""南右""}","[[""西左"", ""东左"", ""东右"", ""西右""], [""西左"", ""东左""], [""东直"", ""西直"", ""北行人"", ""南行人""], [""东直"", ""西直"", ""北右"", ""南右"", ""北行人"", ""南行人""], [""东直"", ""北右"", ""南右"", ""北行人""], [""北左"", ""南左"", ""南右""], [""北左"", ""南左""], [""南直"", ""北直右"", ""东行人"", ""西行人""], [""南直"", ""北直右"", ""东右"", ""西右"", ""东行人"", ""西行人""]]","[16, 23, 68, 22, 1, 10, 25, 22, 33]"
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 17:31:30,315953,61,13NM40B6010,220.0,3.0,10.0,"{""Cycle2"":""5 7 9_12_""，""Cycle3"":""6_8_""，""Cycle1"":""2 1_4 3_""}","[{""minGTime"":""3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0""，""greenTime"":""52 58 66 19 69 123 28 91 23 0 0 94 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 0 3 3 0 0 0 0 0 0 0""，""redTime"":""5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0""，""channelDim"":""6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0""，""direction"":""10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:31:30,"{""1"": ""东直西直北出行"", ""2"": ""西左西直"", ""3"": ""北左西左西直西行人"", ""4"": ""东掉西左西直西行人"", ""5"": ""西直"", ""6"": ""东直北入行"", ""9"": ""东掉""}","[[""西左"", ""西直"", ""西直"", ""东直"", ""北入行""], [""东直"", ""西直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东直"", ""西直"", ""东掉"", ""东直"", ""北出行"", ""北入行""], [""东掉"", ""西左"", ""西直"", ""西行人""], [""北左"", ""西左"", ""西直"", ""西行人""]]","[66, 6, 28, 26, 22, 72]"
经十路（洪山路-舜华路）,经十路-转山西路,2026-04-01 17:31:30,805909,79,13NG90B5V90,220.0,3.0,175.0,"{""Cycle2"":""5 12 6 8_7 10_""，""Cycle3"":""13 14 15_16_""，""Cycle1"":""1 11 2 4_3 9_""}","[{""minGTime"":""35 15 35 2 35 15 30 2 3 3 2 2 7 14 14 14""，""maxGTime"":""45 20 45 60 40 20 40 60 60 60 60 60 60 60 60 60""，""greenTime"":""92 42 49 5 92 42 47 5 19 18 4 4 12 69 59 68""，""yellowTime"":""3 3 3 0 3 3 3 0 0 0 0 0 3 3 3 3""，""redTime"":""0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0""，""concurrent"":""30896 30896 33344 30896 29707 29707 33028 29707 33344 33028 30896 29707 3259 3259 3259 836""，""channelDim"":""19810 8485 0 0 3106 97 2977094 0 0 11629 0 0 0 0 0 0""，""direction"":""39 5011 0 0 35 23 53 0 0 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""2 576 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""33 27949 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 17:31:30,"{""1"": ""西直南行人"", ""2"": ""东左东左掉"", ""5"": ""东直北出行"", ""6"": ""西左"", ""7"": ""南直左东行人西行人"", ""10"": ""东行人西行人""}","[[""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""东直"", ""南行人"", ""北出行""], [""西直"", ""东直"", ""南行人"", ""北出行""], [], [""东左"", ""东左掉"", ""西左""], [], [""南直左"", ""东行人"", ""西行人""], [""东行人"", ""西行人""], [""东行人"", ""西行人""]]","[15, 72, 8, 4, 45, 5, 50, 2, 19]"
经十路（洪山路-舜华路）,经十路-奥体中路,2026-04-01 18:31:30,315953,67,13NM40B6010,220.0,3.0,10.0,"{""Cycle2"":""5 7 9_12_""，""Cycle3"":""6_8_""，""Cycle1"":""2 1_4 3_""}","[{""minGTime"":""3 7 7 3 7 14 3 14 5 0 0 3 0 0 0 0""，""maxGTime"":""60 60 60 60 60 60 60 60 60 0 0 60 0 0 0 0""，""greenTime"":""57 57 67 14 79 127 25 87 20 0 0 90 0 0 0 0""，""yellowTime"":""3 3 3 3 3 3 0 3 3 0 0 0 0 0 0 0""，""redTime"":""5 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""368 368 2176 2176 35 339 35 2060 35 0 0 140 0 0 0 0""，""channelDim"":""6425634 24930 1634558465 1634558500 98 2850 0 0 36 0 0 0 0 0 0 0""，""direction"":""10019 5927 1517329 1517443 39 35 0 0 131 0 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""264 15 12 14 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""36 98 109 97 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 18:31:30,"{""1"": ""东直西直北出行"", ""2"": ""西左西直"", ""3"": ""北左西左西直西行人"", ""4"": ""东掉西左西直西行人"", ""5"": ""西直"", ""6"": ""东直北入行"", ""9"": ""东掉""}","[[""西左"", ""西直"", ""西直"", ""东直"", ""北入行""], [""东直"", ""西直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东直"", ""西直"", ""东直"", ""北出行"", ""北入行""], [""东直"", ""西直"", ""东掉"", ""东直"", ""北出行"", ""北入行""], [""东掉"", ""西左"", ""西直"", ""西行人""], [""北左"", ""西左"", ""西直"", ""西行人""]]","[65, 17, 25, 23, 17, 73]"
经十路（洪山路-舜华路）,经十路-奥体东路,2026-04-01 18:31:30,467627,67,13NOT0B5VV0,220.0,2.0,30.0,"{""Cycle2"":""5 6 10 12_7 8_""，""Cycle1"":""1 9 11_3 4_""}","[{""minGTime"":""45 1 35 2 45 1 35 2 10 10 2 2 0 0 0 0""，""maxGTime"":""50 60 50 60 50 60 50 60 20 20 60 60 0 0 0 0""，""greenTime"":""95 0 59 7 92 3 57 9 45 45 5 5 0 0 0 0""，""yellowTime"":""3 0 3 0 3 0 3 0 3 3 0 0 0 0 0 0""，""redTime"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""concurrent"":""2608 2608 192 192 1283 1283 12 12 2608 1283 2608 1283 0 0 0 0""，""channelDim"":""19810 0 27905 0 3362 0 11585 0 8545 101 0 0 0 0 0 0""，""direction"":""39 0 17 0 35 0 21 0 4887 151 0 0 0 0 0 0""}]","[{""modifierPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""includedPhases"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""，""direction"":""0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0""}]",2026-04-01 18:31:30,"{""1"": ""西直南行人"", ""3"": ""北左西行人"", ""5"": ""东直北行人"", ""7"": ""南左东行人"", ""9"": ""东左西左"", ""10"": ""西左掉""}","[[""西直"", ""东直"", ""南行人"", ""北行人""], [""西直"", ""南行人""], [""东左"", ""西左"", ""西左掉""], [], [""北左"", ""南左"", ""西行人"", ""东行人""], [""北左"", ""西行人""], []]","[95, 3, 48, 5, 60, 2, 7]"
