green_name,name,request_time,control_id,pattern,cross_id,cycle_len,ring_count,offset,cycle_list,phase_list,over_lap_phase_list,sink_time
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 14:01:30,391335,28,13NL90B5J30,120,3,43,{"Cycle2":"2 4_6_"，"Cycle3":"7 9_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"50 50 29 29 29 29 50 30 31 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 3 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 14:01:30
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 14:01:30,658183,28,13NM30B5NG0,120,3,6,{"Cycle2":"2_6_"，"Cycle3":"4_10_"，"Cycle1":"1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"81 81 0 82 31 31 0 0 0 32 0 0 0 0 0 0"，"yellowTime":"4 4 0 3 4 4 0 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 14:01:30
旅游路（汉峪西路-凤凰路）,旅游路东段-凤新路,2026-04-01 16:31:30,224154,7,13O100B5S40,180,2,87,{"Cycle2":"5_8_"，"Cycle1":"1_4_"},[{"minGTime":"20 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 0 35 40 0 0 35 0 0 0 0 0 0 0 0"，"greenTime":"114 0 0 54 114 0 0 54 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"redTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"concurrent":"16 0 0 128 1 0 0 8 0 0 0 0 0 0 0 0"，"channelDim":"19817 0 0 11593 3369 0 0 27913 0 0 0 0 0 0 0 0"，"direction":"119 0 0 117 115 0 0 113 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 16:31:30
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 16:31:30,391335,31,13NL90B5J30,140,3,13,{"Cycle2":"2 4_6_"，"Cycle3":"7 9_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"59 59 36 36 33 33 50 34 47 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 3 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 16:31:30
旅游路（荆山东路-福地街）,旅游路-回龙山路,2026-04-01 16:31:30,631540,40,13NCE0B5Q30,240,2,174,{"Cycle2":"5_7_"，"Cycle1":"1_3_"},[{"minGTime":"27 0 20 0 27 3 20 0 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 35 0 40 60 35 0 0 0 0 0 0 0 0 0"，"greenTime":"182 0 52 0 182 0 52 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"48 0 64 0 1 1 4 0 0 0 0 0 0 0 0 0"，"channelDim":"38 0 109 0 19816 0 11585 0 0 0 0 0 0 0 0 0"，"direction":"51 0 0 0 103 0 21 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 16:31:30
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 16:31:30,658183,31,13NM30B5NG0,140,3,73,{"Cycle2":"2_6_"，"Cycle3":"4 7_10_"，"Cycle1":"1 3_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"66 103 33 57 29 29 44 0 0 30 0 0 0 0 0 0"，"yellowTime":"4 4 4 3 4 4 3 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 16:31:30
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 17:01:30,391335,34,13NL90B5J30,140,3,13,{"Cycle2":"2 4_6_"，"Cycle3":"7 9_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"56 56 41 41 31 31 50 32 49 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 3 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 17:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 17:31:30,658183,34,13NM30B5NG0,140,3,73,{"Cycle2":"2_6_"，"Cycle3":"4 7_10_"，"Cycle1":"1 3_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"73 103 26 57 29 29 44 0 0 30 0 0 0 0 0 0"，"yellowTime":"4 4 4 3 4 4 3 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 17:31:30
旅游路（汉峪西路-凤凰路）,旅游路东段-凤新路,2026-04-01 19:01:30,224154,16,13O100B5S40,140,2,118,{"Cycle2":"5_8_"，"Cycle1":"1_4_"},[{"minGTime":"20 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 0 35 40 0 0 35 0 0 0 0 0 0 0 0"，"greenTime":"91 0 0 37 91 0 0 37 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"redTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"concurrent":"16 0 0 128 1 0 0 8 0 0 0 0 0 0 0 0"，"channelDim":"19817 0 0 11593 3369 0 0 27913 0 0 0 0 0 0 0 0"，"direction":"119 0 0 117 115 0 0 113 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 19:01:31
旅游路（荆山东路-福地街）,旅游路-回龙山路,2026-04-01 19:01:30,631540,28,13NCE0B5Q30,160,2,22,{"Cycle2":"5_7_"，"Cycle1":"1_3_"},[{"minGTime":"27 0 20 0 27 3 20 0 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 35 0 40 60 35 0 0 0 0 0 0 0 0 0"，"greenTime":"127 0 27 0 127 0 27 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"48 0 64 0 1 1 4 0 0 0 0 0 0 0 0 0"，"channelDim":"38 0 109 0 19816 0 11585 0 0 0 0 0 0 0 0 0"，"direction":"51 0 0 0 103 0 21 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 19:01:30
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 19:01:30,658183,37,13NM30B5NG0,120,3,6,{"Cycle2":"2_6_"，"Cycle3":"4_10_"，"Cycle1":"1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"81 81 0 82 31 31 0 0 0 32 0 0 0 0 0 0"，"yellowTime":"4 4 0 3 4 4 0 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 19:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 19:01:31,391335,37,13NL90B5J30,120,3,43,{"Cycle2":"2 4_6_"，"Cycle3":"7 9_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"51 51 28 28 29 29 50 30 31 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 3 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 19:01:31
旅游路（汉峪西路-凤凰路）,旅游路东段-凤新路,2026-04-01 20:01:30,224154,28,13O100B5S40,120,2,104,{"Cycle2":"5_8_"，"Cycle1":"1_4_"},[{"minGTime":"20 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 0 35 40 0 0 35 0 0 0 0 0 0 0 0"，"greenTime":"77 0 0 31 77 0 0 31 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"redTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"concurrent":"16 0 0 128 1 0 0 8 0 0 0 0 0 0 0 0"，"channelDim":"19817 0 0 11593 3369 0 0 27913 0 0 0 0 0 0 0 0"，"direction":"119 0 0 117 115 0 0 113 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 20:01:31
旅游路（荆山东路-福地街）,旅游路-回龙山路,2026-04-01 20:01:30,631540,31,13NCE0B5Q30,120,2,35,{"Cycle2":"5_7_"，"Cycle1":"1_3_"},[{"minGTime":"27 0 20 0 27 3 20 0 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 35 0 40 60 35 0 0 0 0 0 0 0 0 0"，"greenTime":"87 0 27 0 87 0 27 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"48 0 64 0 1 1 4 0 0 0 0 0 0 0 0 0"，"channelDim":"38 0 109 0 19816 0 11585 0 0 0 0 0 0 0 0 0"，"direction":"51 0 0 0 103 0 21 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 20:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 20:01:31,391335,40,13NL90B5J30,100,3,30,{"Cycle2":"2 4_6_"，"Cycle3":"7_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"44 44 18 18 26 26 67 27 0 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 20:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 20:01:31,658183,40,13NM30B5NG0,100,3,90,{"Cycle2":"2_6_"，"Cycle3":"4_10_"，"Cycle1":"1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"66 66 0 67 26 26 0 0 0 27 0 0 0 0 0 0"，"yellowTime":"4 4 0 3 4 4 0 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 20:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 21:01:31,391335,43,13NL90B5J30,80,3,68,{"Cycle2":"2 4_6_"，"Cycle3":"7_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"34 34 13 13 21 21 52 22 0 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 21:01:32
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 21:01:31,658183,43,13NM30B5NG0,80,3,65,{"Cycle2":"2_6_"，"Cycle3":"4_10_"，"Cycle1":"1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"51 51 0 52 21 21 0 0 0 22 0 0 0 0 0 0"，"yellowTime":"4 4 0 3 4 4 0 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 21:01:32
旅游路（荆山东路-福地街）,旅游路-回龙山路,2026-04-01 21:31:30,631540,4,13NCE0B5Q30,80,2,62,{"Cycle2":"5_7_"，"Cycle1":"1_3_"},[{"minGTime":"27 0 20 0 27 3 20 0 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 35 0 40 60 35 0 0 0 0 0 0 0 0 0"，"greenTime":"52 0 22 0 52 0 22 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 3 0 3 0 3 0 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"48 0 64 0 1 1 4 0 0 0 0 0 0 0 0 0"，"channelDim":"38 0 109 0 19816 0 11585 0 0 0 0 0 0 0 0 0"，"direction":"51 0 0 0 103 0 21 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 21:31:30
旅游路（汉峪西路-凤凰路）,旅游路东段-凤新路,2026-04-01 23:01:30,224154,31,13O100B5S40,80,2,9,{"Cycle2":"5_8_"，"Cycle1":"1_4_"},[{"minGTime":"20 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0"，"maxGTime":"40 0 0 35 40 0 0 35 0 0 0 0 0 0 0 0"，"greenTime":"44 0 0 24 44 0 0 24 0 0 0 0 0 0 0 0"，"yellowTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"redTime":"3 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0"，"concurrent":"16 0 0 128 1 0 0 8 0 0 0 0 0 0 0 0"，"channelDim":"19817 0 0 11593 3369 0 0 27913 0 0 0 0 0 0 0 0"，"direction":"119 0 0 117 115 0 0 113 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 23:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙腾路(龙飞路),2026-04-01 23:01:31,391335,46,13NL90B5J30,60,3,1,{"Cycle2":"2 4_6_"，"Cycle3":"7_8_"，"Cycle1":"1 3_5_"},[{"minGTime":"7 7 3 3 10 13 14 14 14 0 0 0 0 0 0 0"，"maxGTime":"40 40 20 20 40 40 60 60 60 0 0 0 0 0 0 0"，"greenTime":"21 21 11 11 16 16 37 17 0 0 0 0 0 0 0 0"，"yellowTime":"4 4 4 4 4 4 3 3 0 0 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"330 325 330 325 160 144 15 48 15 0 0 0 0 0 0 0"，"channelDim":"27906 11586 65 1 3362 19810 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 21 17 35 39 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 23:01:31
龙鼎大道（龙奥南路-龙腾路）,龙鼎大道-龙云路,2026-04-01 23:01:31,658183,1,13NM30B5NG0,60,3,32,{"Cycle2":"2_6_"，"Cycle3":"4 7_10_"，"Cycle1":"1_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 0 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 0 0 0 0 0 0"，"greenTime":"36 36 0 15 16 16 19 0 0 17 0 0 0 0 0 0"，"yellowTime":"4 4 0 3 4 4 3 0 0 3 0 0 0 0 0 0"，"redTime":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"458 461 458 7 544 528 7 7 7 48 0 0 0 0 0 0"，"channelDim":"11586 27906 1 0 3361 77 0 0 0 0 0 0 0 0 0 0"，"direction":"37 33 17 0 19 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 23:01:31
奥体中路（天辰路-解放东路）,奥体中路-坤顺路,2026-04-01 00:01:31,273582,31,13NM30B61N0,100,3,50,{"Cycle2":"2 4_7_"，"Cycle3":"9_11_"，"Cycle1":"1 3_5_"},[{"minGTime":"14 14 14 14 14 14 14 14 14 14 14 0 0 0 0 0"，"maxGTime":"60 60 60 60 60 60 60 60 60 60 60 0 0 0 0 0"，"greenTime":"42 44 14 14 24 0 24 0 58 0 27 0 0 0 0 0"，"yellowTime":"3 3 3 3 3 0 3 0 3 0 3 0 0 0 0 0"，"redTime":"5 3 3 3 3 0 3 0 9 0 0 0 0 0 0 0"，"concurrent":"778 773 778 773 1216 1216 1072 1072 15 15 240 0 0 0 0 0"，"channelDim":"2 66 65 1 19810 33 3362 97 11629 0 0 0 0 0 0 0"，"direction":"33 37 21 17 39 19 35 23 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"256 256 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"109 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:31
旅游路（东山路-环山路）,旅游路-千佛山南路,2026-04-01 00:01:31,542209,10,13MRN0B5MV0,80,2,65,{"Cycle2":"2_4_"，"Cycle1":"1_3_"},[{"minGTime":"20 20 15 15 7 4 14 14 0 0 0 0 0 0 0 0"，"maxGTime":"60 60 30 30 60 60 60 60 0 0 0 0 0 0 0 0"，"greenTime":"51 46 20 20 0 0 0 0 0 0 0 0 0 0 0 0"，"yellowTime":"3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0"，"redTime":"0 5 3 3 0 0 0 0 0 0 0 0 0 0 0 0"，"concurrent":"194 49 8 4 194 194 49 49 0 0 0 0 0 0 0 0"，"channelDim":"27906 11586 19810 3362 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"33 37 39 35 0 0 0 0 0 0 0 0 0 0 0 0"}],[{"modifierPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"includedPhases":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"，"direction":"0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"}],2026-04-01 00:01:32
